Date,Region,StockCode,Units_Sold,Current_Stock,Reorder_Triggered
2011-06-06,United Kingdom,20725,20,801,0
2011-06-07,United Kingdom,20725,175,626,0
2011-06-08,United Kingdom,20725,236,390,0
2011-06-09,United Kingdom,20725,54,336,0
2011-06-10,United Kingdom,20725,55,281,0
2011-06-12,United Kingdom,20725,25,256,0
2011-06-13,United Kingdom,20725,11,245,0
2011-06-14,United Kingdom,20725,25,220,0
2011-06-15,United Kingdom,20725,58,162,1
2011-06-16,United Kingdom,20725,25,975,0
2011-06-17,United Kingdom,20725,54,921,0
2011-06-19,United Kingdom,20725,13,908,0
2011-06-20,United Kingdom,20725,27,881,0
2011-06-21,United Kingdom,20725,65,816,0
2011-06-22,United Kingdom,20725,22,794,0
2011-06-23,United Kingdom,20725,50,744,0
2011-06-24,United Kingdom,20725,21,723,0
2011-06-26,United Kingdom,20725,33,690,0
2011-06-27,United Kingdom,20725,25,665,0
2011-06-28,United Kingdom,20725,39,626,0
2011-06-29,United Kingdom,20725,3,623,0
2011-06-30,United Kingdom,20725,58,565,0
2011-07-01,United Kingdom,20725,12,553,0
2011-07-03,United Kingdom,20725,46,507,0
2011-07-04,United Kingdom,20725,64,443,0
2011-07-05,United Kingdom,20725,27,416,0
2011-07-06,United Kingdom,20725,39,377,0
2011-07-07,United Kingdom,20725,10,367,0
2011-07-08,United Kingdom,20725,141,226,0
2011-07-10,United Kingdom,20725,12,214,0
2011-07-11,United Kingdom,20725,45,169,1
2011-07-12,United Kingdom,20725,40,960,0
2011-07-13,United Kingdom,20725,18,942,0
2011-07-14,United Kingdom,20725,43,899,0
2011-07-15,United Kingdom,20725,2,897,0
2011-07-17,United Kingdom,20725,53,844,0
2011-07-18,United Kingdom,20725,33,811,0
2011-07-19,United Kingdom,20725,165,646,0
2011-07-20,United Kingdom,20725,15,631,0
2011-07-21,United Kingdom,20725,30,601,0
2011-07-22,United Kingdom,20725,48,553,0
2011-07-24,United Kingdom,20725,124,429,0
2011-07-25,United Kingdom,20725,32,397,0
2011-07-26,United Kingdom,20725,59,338,0
2011-07-27,United Kingdom,20725,40,298,0
2011-07-28,United Kingdom,20725,141,157,1
2011-07-29,United Kingdom,20725,49,951,0
2011-07-31,United Kingdom,20725,24,927,0
2011-08-01,United Kingdom,20725,54,873,0
2011-08-02,United Kingdom,20725,239,634,0
2011-08-03,United Kingdom,20725,34,600,0
2011-08-04,United Kingdom,20725,246,354,0
2011-08-05,United Kingdom,20725,6,348,0
2011-08-07,United Kingdom,20725,4,344,0
2011-08-08,United Kingdom,20725,147,197,1
2011-08-09,United Kingdom,20725,91,909,0
2011-08-10,United Kingdom,20725,175,734,0
2011-08-11,United Kingdom,20725,118,616,0
2011-08-12,United Kingdom,20725,31,585,0
2011-08-14,United Kingdom,20725,13,572,0
2011-08-16,United Kingdom,20725,120,452,0
2011-08-17,United Kingdom,20725,112,340,0
2011-08-18,United Kingdom,20725,95,245,0
2011-08-19,United Kingdom,20725,20,225,0
2011-08-21,United Kingdom,20725,26,199,1
2011-08-22,United Kingdom,20725,55,945,0
2011-08-23,United Kingdom,20725,97,848,0
2011-08-24,United Kingdom,20725,40,808,0
2011-08-25,United Kingdom,20725,50,758,0
2011-08-26,United Kingdom,20725,20,738,0
2011-08-28,United Kingdom,20725,19,719,0
2011-08-30,United Kingdom,20725,21,698,0
2011-08-31,United Kingdom,20725,31,667,0
2011-09-01,United Kingdom,20725,55,612,0
2011-09-02,United Kingdom,20725,47,565,0
2011-09-04,United Kingdom,20725,38,527,0
2011-09-05,United Kingdom,20725,9,518,0
2011-09-06,United Kingdom,20725,56,462,0
2011-09-07,United Kingdom,20725,150,312,0
2011-09-08,United Kingdom,20725,10,302,0
2011-09-09,United Kingdom,20725,57,245,0
2011-09-11,United Kingdom,20725,22,223,0
2011-09-12,United Kingdom,20725,42,181,1
2011-09-13,United Kingdom,20725,51,949,0
2011-09-14,United Kingdom,20725,122,827,0
2011-09-15,United Kingdom,20725,57,770,0
2011-09-16,United Kingdom,20725,25,745,0
2011-09-18,United Kingdom,20725,2,743,0
2011-09-19,United Kingdom,20725,51,692,0
2011-09-20,United Kingdom,20725,37,655,0
2011-09-21,United Kingdom,20725,5,650,0
2011-09-22,United Kingdom,20725,33,617,0
2011-09-23,United Kingdom,20725,46,571,0
2011-09-25,United Kingdom,20725,40,531,0
2011-09-26,United Kingdom,20725,3,528,0
2011-09-27,United Kingdom,20725,47,481,0
2011-09-28,United Kingdom,20725,49,432,0
2011-09-29,United Kingdom,20725,95,337,0
2011-09-30,United Kingdom,20725,34,303,0
2011-10-03,United Kingdom,20725,37,266,0
2011-10-04,United Kingdom,20725,79,187,1
2011-10-05,United Kingdom,20725,60,940,0
2011-10-06,United Kingdom,20725,50,890,0
2011-10-07,United Kingdom,20725,50,840,0
2011-10-09,United Kingdom,20725,2,838,0
2011-10-10,United Kingdom,20725,36,802,0
2011-10-11,United Kingdom,20725,84,718,0
2011-10-12,United Kingdom,20725,42,676,0
2011-10-13,United Kingdom,20725,65,611,0
2011-10-14,United Kingdom,20725,150,461,0
2011-10-16,United Kingdom,20725,6,455,0
2011-10-17,United Kingdom,20725,12,443,0
2011-10-18,United Kingdom,20725,45,398,0
2011-10-19,United Kingdom,20725,26,372,0
2011-10-20,United Kingdom,20725,10,362,0
2011-10-21,United Kingdom,20725,39,323,0
2011-10-23,United Kingdom,20725,14,309,0
2011-10-24,United Kingdom,20725,8,301,0
2011-10-25,United Kingdom,20725,37,264,0
2011-10-26,United Kingdom,20725,52,212,0
2011-10-27,United Kingdom,20725,45,167,1
2011-10-28,United Kingdom,20725,14,986,0
2011-10-30,United Kingdom,20725,78,908,0
2011-10-31,United Kingdom,20725,10,898,0
2011-11-01,United Kingdom,20725,6,892,0
2011-11-02,United Kingdom,20725,17,875,0
2011-11-03,United Kingdom,20725,30,845,0
2011-11-04,United Kingdom,20725,38,807,0
2011-11-06,United Kingdom,20725,122,685,0
2011-11-07,United Kingdom,20725,130,555,0
2011-11-08,United Kingdom,20725,61,494,0
2011-11-09,United Kingdom,20725,161,333,0
2011-11-10,United Kingdom,20725,93,240,0
2011-11-11,United Kingdom,20725,58,182,1
2011-11-13,United Kingdom,20725,23,977,0
2011-11-14,United Kingdom,20725,135,842,0
2011-11-15,United Kingdom,20725,132,710,0
2011-11-16,United Kingdom,20725,36,674,0
2011-11-17,United Kingdom,20725,41,633,0
2011-11-18,United Kingdom,20725,66,567,0
2011-11-20,United Kingdom,20725,39,528,0
2011-11-21,United Kingdom,20725,37,491,0
2011-11-22,United Kingdom,20725,37,454,0
2011-11-23,United Kingdom,20725,37,417,0
2011-11-24,United Kingdom,20725,44,373,0
2011-11-25,United Kingdom,20725,83,290,0
2011-11-27,United Kingdom,20725,18,272,0
2011-11-28,United Kingdom,20725,58,214,0
2011-11-29,United Kingdom,20725,49,165,1
2011-11-30,United Kingdom,20725,81,919,0
2011-12-01,United Kingdom,20725,51,868,0
2011-12-02,United Kingdom,20725,72,796,0
2011-12-04,United Kingdom,20725,10,786,0
2011-12-05,United Kingdom,20725,50,736,0
2011-12-06,United Kingdom,20725,55,681,0
2011-12-07,United Kingdom,20725,35,646,0
2011-12-08,United Kingdom,20725,52,594,0
2011-12-09,United Kingdom,20725,42,552,0
2010-12-01,United Kingdom,20726,2,998,0
2010-12-02,United Kingdom,20726,13,985,0
2010-12-03,United Kingdom,20726,10,975,0
2010-12-05,United Kingdom,20726,33,942,0
2010-12-06,United Kingdom,20726,20,922,0
2010-12-07,United Kingdom,20726,19,903,0
2010-12-08,United Kingdom,20726,16,887,0
2010-12-09,United Kingdom,20726,11,876,0
2010-12-10,United Kingdom,20726,18,858,0
2010-12-12,United Kingdom,20726,1,857,0
2010-12-13,United Kingdom,20726,20,837,0
2010-12-14,United Kingdom,20726,48,789,0
2010-12-15,United Kingdom,20726,23,766,0
2010-12-16,United Kingdom,20726,43,723,0
2010-12-17,United Kingdom,20726,3,720,0
2010-12-21,United Kingdom,20726,21,699,0
2010-12-23,United Kingdom,20726,1,698,0
2011-01-04,United Kingdom,20726,21,677,0
2011-01-06,United Kingdom,20726,131,546,0
2011-01-07,United Kingdom,20726,10,536,0
2011-01-10,United Kingdom,20726,10,526,0
2011-01-11,United Kingdom,20726,28,498,0
2011-01-13,United Kingdom,20726,24,474,0
2011-01-14,United Kingdom,20726,15,459,0
2011-01-16,United Kingdom,20726,12,447,0
2011-01-18,United Kingdom,20726,12,435,0
2011-01-20,United Kingdom,20726,15,420,0
2011-01-21,United Kingdom,20726,11,409,0
2011-01-24,United Kingdom,20726,23,386,0
2011-01-25,United Kingdom,20726,74,312,0
2011-01-26,United Kingdom,20726,10,302,0
2011-01-27,United Kingdom,20726,10,292,0
2011-01-28,United Kingdom,20726,20,272,0
2011-01-31,United Kingdom,20726,21,251,0
2011-02-02,United Kingdom,20726,10,241,0
2011-02-03,United Kingdom,20726,22,219,0
2011-02-07,United Kingdom,20726,1,218,0
2011-02-08,United Kingdom,20726,17,201,0
2011-02-09,United Kingdom,20726,3,198,1
2011-02-10,United Kingdom,20726,2,998,0
2011-02-11,United Kingdom,20726,12,986,0
2011-02-14,United Kingdom,20726,3,983,0
2011-02-15,United Kingdom,20726,10,973,0
2011-02-16,United Kingdom,20726,10,963,0
2011-02-17,United Kingdom,20726,11,952,0
2011-02-18,United Kingdom,20726,24,928,0
2011-02-20,United Kingdom,20726,31,897,0
2011-02-22,United Kingdom,20726,20,877,0
2011-02-23,United Kingdom,20726,7,870,0
2011-02-24,United Kingdom,20726,20,850,0
2011-02-25,United Kingdom,20726,10,840,0
2011-02-28,United Kingdom,20726,2,838,0
2011-03-01,United Kingdom,20726,10,828,0
2011-03-03,United Kingdom,20726,15,813,0
2011-03-06,United Kingdom,20726,4,809,0
2011-03-07,United Kingdom,20726,2,807,0
2011-03-08,United Kingdom,20726,25,782,0
2011-03-09,United Kingdom,20726,15,767,0
2011-03-10,United Kingdom,20726,15,752,0
2011-03-11,United Kingdom,20726,17,735,0
2011-03-13,United Kingdom,20726,1,734,0
2011-03-14,United Kingdom,20726,130,604,0
2011-03-15,United Kingdom,20726,10,594,0
2011-03-17,United Kingdom,20726,36,558,0
2011-03-18,United Kingdom,20726,10,548,0
2011-03-20,United Kingdom,20726,14,534,0
2011-03-21,United Kingdom,20726,42,492,0
2011-03-22,United Kingdom,20726,8,484,0
2011-03-23,United Kingdom,20726,28,456,0
2011-03-24,United Kingdom,20726,11,445,0
2011-03-25,United Kingdom,20726,42,403,0
2011-03-28,United Kingdom,20726,14,389,0
2011-03-29,United Kingdom,20726,107,282,0
2011-03-30,United Kingdom,20726,231,51,1
2011-03-31,United Kingdom,20726,46,954,0
2011-04-01,United Kingdom,20726,20,934,0
2011-04-04,United Kingdom,20726,13,921,0
2011-04-05,United Kingdom,20726,15,906,0
2011-04-06,United Kingdom,20726,34,872,0
2011-04-07,United Kingdom,20726,4,868,0
2011-04-08,United Kingdom,20726,21,847,0
2011-04-10,United Kingdom,20726,10,837,0
2011-04-11,United Kingdom,20726,12,825,0
2011-04-12,United Kingdom,20726,20,805,0
2011-04-13,United Kingdom,20726,10,795,0
2011-04-14,United Kingdom,20726,22,773,0
2011-04-15,United Kingdom,20726,20,753,0
2011-04-17,United Kingdom,20726,4,749,0
2011-04-18,United Kingdom,20726,13,736,0
2011-04-19,United Kingdom,20726,18,718,0
2011-04-20,United Kingdom,20726,8,710,0
2011-04-21,United Kingdom,20726,15,695,0
2011-04-26,United Kingdom,20726,62,633,0
2011-04-27,United Kingdom,20726,16,617,0
2011-04-28,United Kingdom,20726,23,594,0
2011-05-01,United Kingdom,20726,3,591,0
2011-05-03,United Kingdom,20726,35,556,0
2011-05-04,United Kingdom,20726,1,555,0
2011-05-05,United Kingdom,20726,28,527,0
2011-05-06,United Kingdom,20726,24,503,0
2011-05-08,United Kingdom,20726,25,478,0
2011-05-09,United Kingdom,20726,73,405,0
2011-05-10,United Kingdom,20726,20,385,0
2011-05-11,United Kingdom,20726,133,252,0
2011-05-12,United Kingdom,20726,110,142,1
2011-05-13,United Kingdom,20726,61,939,0
2011-05-15,United Kingdom,20726,2,937,0
2011-05-16,United Kingdom,20726,29,908,0
2011-05-17,United Kingdom,20726,10,898,0
2011-05-18,United Kingdom,20726,10,888,0
2011-05-19,United Kingdom,20726,10,878,0
2011-05-20,United Kingdom,20726,20,858,0
2011-05-22,United Kingdom,20726,10,848,0
2011-05-23,United Kingdom,20726,13,835,0
2011-05-24,United Kingdom,20726,25,810,0
2011-05-25,United Kingdom,20726,22,788,0
2011-05-26,United Kingdom,20726,12,776,0
2011-05-27,United Kingdom,20726,35,741,0
2011-05-29,United Kingdom,20726,15,726,0
2011-05-31,United Kingdom,20726,18,708,0
2011-06-01,United Kingdom,20726,6,702,0
2011-06-02,United Kingdom,20726,4,698,0
2011-06-03,United Kingdom,20726,14,684,0
2011-06-05,United Kingdom,20726,18,666,0
2011-06-06,United Kingdom,20726,30,636,0
2011-06-07,United Kingdom,20726,120,516,0
2011-06-08,United Kingdom,20726,61,455,0
2011-06-09,United Kingdom,20726,32,423,0
2011-06-10,United Kingdom,20726,30,393,0
2011-06-12,United Kingdom,20726,2,391,0
2011-06-14,United Kingdom,20726,20,371,0
2011-06-15,United Kingdom,20726,4,367,0
2011-06-16,United Kingdom,20726,2,365,0
2011-06-17,United Kingdom,20726,3,362,0
2011-06-21,United Kingdom,20726,65,297,0
2011-06-22,United Kingdom,20726,26,271,0
2011-06-23,United Kingdom,20726,39,232,0
2011-06-24,United Kingdom,20726,10,222,0
2011-06-26,United Kingdom,20726,3,219,0
2011-06-27,United Kingdom,20726,3,216,0
2011-06-28,United Kingdom,20726,13,203,0
2011-06-29,United Kingdom,20726,12,191,1
2011-06-30,United Kingdom,20726,27,973,0
2011-07-01,United Kingdom,20726,10,963,0
2011-07-03,United Kingdom,20726,4,959,0
2011-07-04,United Kingdom,20726,18,941,0
2011-07-05,United Kingdom,20726,23,918,0
2011-07-06,United Kingdom,20726,32,886,0
2011-07-07,United Kingdom,20726,30,856,0
2011-07-08,United Kingdom,20726,14,842,0
2011-07-10,United Kingdom,20726,3,839,0
2011-07-11,United Kingdom,20726,18,821,0
2011-07-12,United Kingdom,20726,28,793,0
2011-07-13,United Kingdom,20726,25,768,0
2011-07-14,United Kingdom,20726,53,715,0
2011-07-15,United Kingdom,20726,101,614,0
2011-07-17,United Kingdom,20726,5,609,0
2011-07-18,United Kingdom,20726,18,591,0
2011-07-19,United Kingdom,20726,99,492,0
2011-07-20,United Kingdom,20726,26,466,0
2011-07-21,United Kingdom,20726,30,436,0
2011-07-22,United Kingdom,20726,31,405,0
2011-07-24,United Kingdom,20726,5,400,0
2011-07-25,United Kingdom,20726,35,365,0
2011-07-26,United Kingdom,20726,28,337,0
2011-07-27,United Kingdom,20726,151,186,1
2011-07-28,United Kingdom,20726,40,960,0
2011-07-29,United Kingdom,20726,62,898,0
2011-07-31,United Kingdom,20726,44,854,0
2011-08-01,United Kingdom,20726,20,834,0
2011-08-02,United Kingdom,20726,44,790,0
2011-08-03,United Kingdom,20726,33,757,0
2011-08-04,United Kingdom,20726,6,751,0
2011-08-05,United Kingdom,20726,2,749,0
2011-08-07,United Kingdom,20726,5,744,0
2011-08-08,United Kingdom,20726,33,711,0
2011-08-09,United Kingdom,20726,40,671,0
2011-08-10,United Kingdom,20726,27,644,0
2011-08-11,United Kingdom,20726,40,604,0
2011-08-12,United Kingdom,20726,36,568,0
2011-08-14,United Kingdom,20726,10,558,0
2011-08-15,United Kingdom,20726,5,553,0
2011-08-16,United Kingdom,20726,93,460,0
2011-08-17,United Kingdom,20726,8,452,0
2011-08-18,United Kingdom,20726,30,422,0
2011-08-21,United Kingdom,20726,23,399,0
2011-08-22,United Kingdom,20726,26,373,0
2011-08-23,United Kingdom,20726,47,326,0
2011-08-24,United Kingdom,20726,40,286,0
2011-08-25,United Kingdom,20726,54,232,0
2011-08-26,United Kingdom,20726,15,217,0
2011-08-28,United Kingdom,20726,11,206,0
2011-08-30,United Kingdom,20726,38,168,1
2011-08-31,United Kingdom,20726,100,900,0
2011-09-01,United Kingdom,20726,16,884,0
2011-09-02,United Kingdom,20726,29,855,0
2011-09-04,United Kingdom,20726,6,849,0
2011-09-05,United Kingdom,20726,19,830,0
2011-09-06,United Kingdom,20726,27,803,0
2011-09-07,United Kingdom,20726,15,788,0
2011-09-09,United Kingdom,20726,1,787,0
2011-09-11,United Kingdom,20726,23,764,0
2011-09-12,United Kingdom,20726,25,739,0
2011-09-13,United Kingdom,20726,34,705,0
2011-09-14,United Kingdom,20726,30,675,0
2011-09-15,United Kingdom,20726,20,655,0
2011-09-16,United Kingdom,20726,31,624,0
2011-09-18,United Kingdom,20726,2,622,0
2011-09-19,United Kingdom,20726,1,621,0
2011-09-20,United Kingdom,20726,6,615,0
2011-09-21,United Kingdom,20726,45,570,0
2011-09-22,United Kingdom,20726,27,543,0
2011-09-23,United Kingdom,20726,17,526,0
2011-09-25,United Kingdom,20726,11,515,0
2011-09-27,United Kingdom,20726,24,491,0
2011-09-28,United Kingdom,20726,1,490,0
2011-09-29,United Kingdom,20726,50,440,0
2011-09-30,United Kingdom,20726,8,432,0
2011-10-03,United Kingdom,20726,30,402,0
2011-10-04,United Kingdom,20726,31,371,0
2011-10-05,United Kingdom,20726,32,339,0
2011-10-06,United Kingdom,20726,42,297,0
2011-10-07,United Kingdom,20726,9,288,0
2011-10-09,United Kingdom,20726,7,281,0
2011-10-10,United Kingdom,20726,35,246,0
2011-10-11,United Kingdom,20726,13,233,0
2011-10-12,United Kingdom,20726,10,223,0
2011-10-13,United Kingdom,20726,4,219,0
2011-10-14,United Kingdom,20726,20,199,1
2011-10-16,United Kingdom,20726,3,997,0
2011-10-17,United Kingdom,20726,3,994,0
2011-10-18,United Kingdom,20726,14,980,0
2011-10-19,United Kingdom,20726,8,972,0
2011-10-20,United Kingdom,20726,16,956,0
2011-10-21,United Kingdom,20726,2,954,0
2011-10-24,United Kingdom,20726,9,945,0
2011-10-25,United Kingdom,20726,27,918,0
2011-10-26,United Kingdom,20726,3,915,0
2011-10-27,United Kingdom,20726,4,911,0
2011-10-28,United Kingdom,20726,25,886,0
2011-10-30,United Kingdom,20726,37,849,0
2011-10-31,United Kingdom,20726,6,843,0
2011-11-01,United Kingdom,20726,5,838,0
2011-11-02,United Kingdom,20726,14,824,0
2011-11-03,United Kingdom,20726,1,823,0
2011-11-04,United Kingdom,20726,22,801,0
2011-11-06,United Kingdom,20726,14,787,0
2011-11-07,United Kingdom,20726,12,775,0
2011-11-08,United Kingdom,20726,29,746,0
2011-11-09,United Kingdom,20726,62,684,0
2011-11-10,United Kingdom,20726,10,674,0
2011-11-11,United Kingdom,20726,22,652,0
2011-11-13,United Kingdom,20726,14,638,0
2011-11-14,United Kingdom,20726,51,587,0
2011-11-15,United Kingdom,20726,6,581,0
2011-11-16,United Kingdom,20726,12,569,0
2011-11-17,United Kingdom,20726,8,561,0
2011-11-18,United Kingdom,20726,17,544,0
2011-11-20,United Kingdom,20726,50,494,0
2011-11-21,United Kingdom,20726,10,484,0
2011-11-22,United Kingdom,20726,27,457,0
2011-11-23,United Kingdom,20726,14,443,0
2011-11-24,United Kingdom,20726,8,435,0
2011-11-25,United Kingdom,20726,21,414,0
2011-11-27,United Kingdom,20726,19,395,0
2011-11-28,United Kingdom,20726,13,382,0
2011-11-29,United Kingdom,20726,25,357,0
2011-11-30,United Kingdom,20726,7,350,0
2011-12-01,United Kingdom,20726,2,348,0
2011-12-02,United Kingdom,20726,12,336,0
2011-12-04,United Kingdom,20726,8,328,0
2011-12-05,United Kingdom,20726,74,254,0
2011-12-06,United Kingdom,20726,16,238,0
2011-12-07,United Kingdom,20726,33,205,0
2011-12-08,United Kingdom,20726,37,168,1
2011-12-09,United Kingdom,20726,4,996,0
2010-12-01,United Kingdom,20727,145,855,0
2010-12-02,United Kingdom,20727,34,821,0
2010-12-03,United Kingdom,20727,7,814,0
2010-12-05,United Kingdom,20727,12,802,0
2010-12-06,United Kingdom,20727,29,773,0
2010-12-07,United Kingdom,20727,43,730,0
2010-12-08,United Kingdom,20727,21,709,0
2010-12-09,United Kingdom,20727,14,695,0
2010-12-10,United Kingdom,20727,31,664,0
2010-12-12,United Kingdom,20727,16,648,0
2010-12-13,United Kingdom,20727,13,635,0
2010-12-14,United Kingdom,20727,53,582,0
2010-12-15,United Kingdom,20727,16,566,0
2010-12-16,United Kingdom,20727,3,563,0
2010-12-17,United Kingdom,20727,3,560,0
2010-12-20,United Kingdom,20727,10,550,0
2010-12-21,United Kingdom,20727,13,537,0
2010-12-23,United Kingdom,20727,2,535,0
2011-01-04,United Kingdom,20727,2,533,0
2011-01-06,United Kingdom,20727,99,434,0
2011-01-07,United Kingdom,20727,11,423,0
2011-01-09,United Kingdom,20727,40,383,0
2011-01-10,United Kingdom,20727,1,382,0
2011-01-11,United Kingdom,20727,16,366,0
2011-01-12,United Kingdom,20727,10,356,0
2011-01-13,United Kingdom,20727,2,354,0
2011-01-14,United Kingdom,20727,119,235,0
2011-01-16,United Kingdom,20727,23,212,0
2011-01-17,United Kingdom,20727,19,193,1
2011-01-18,United Kingdom,20727,16,984,0
2011-01-19,United Kingdom,20727,2,982,0
2011-01-20,United Kingdom,20727,23,959,0
2011-01-21,United Kingdom,20727,7,952,0
2011-01-23,United Kingdom,20727,10,942,0
2011-01-24,United Kingdom,20727,21,921,0
2011-01-25,United Kingdom,20727,56,865,0
2011-01-26,United Kingdom,20727,32,833,0
2011-01-27,United Kingdom,20727,10,823,0
2011-01-28,United Kingdom,20727,35,788,0
2011-01-30,United Kingdom,20727,24,764,0
2011-01-31,United Kingdom,20727,21,743,0
2011-02-01,United Kingdom,20727,23,720,0
2011-02-02,United Kingdom,20727,32,688,0
2011-02-03,United Kingdom,20727,13,675,0
2011-02-04,United Kingdom,20727,14,661,0
2011-02-08,United Kingdom,20727,20,641,0
2011-02-09,United Kingdom,20727,3,638,0
2011-02-10,United Kingdom,20727,12,626,0
2011-02-11,United Kingdom,20727,42,584,0
2011-02-14,United Kingdom,20727,22,562,0
2011-02-15,United Kingdom,20727,10,552,0
2011-02-16,United Kingdom,20727,3,549,0
2011-02-17,United Kingdom,20727,30,519,0
2011-02-18,United Kingdom,20727,40,479,0
2011-02-20,United Kingdom,20727,1,478,0
2011-02-22,United Kingdom,20727,101,377,0
2011-02-23,United Kingdom,20727,27,350,0
2011-02-24,United Kingdom,20727,30,320,0
2011-02-25,United Kingdom,20727,20,300,0
2011-02-27,United Kingdom,20727,2,298,0
2011-03-01,United Kingdom,20727,122,176,1
2011-03-02,United Kingdom,20727,2,998,0
2011-03-03,United Kingdom,20727,39,959,0
2011-03-06,United Kingdom,20727,5,954,0
2011-03-07,United Kingdom,20727,9,945,0
2011-03-08,United Kingdom,20727,22,923,0
2011-03-09,United Kingdom,20727,10,913,0
2011-03-10,United Kingdom,20727,24,889,0
2011-03-11,United Kingdom,20727,100,789,0
2011-03-13,United Kingdom,20727,10,779,0
2011-03-14,United Kingdom,20727,14,765,0
2011-03-15,United Kingdom,20727,20,745,0
2011-03-17,United Kingdom,20727,31,714,0
2011-03-18,United Kingdom,20727,4,710,0
2011-03-20,United Kingdom,20727,45,665,0
2011-03-21,United Kingdom,20727,75,590,0
2011-03-22,United Kingdom,20727,14,576,0
2011-03-23,United Kingdom,20727,5,571,0
2011-03-24,United Kingdom,20727,15,556,0
2011-03-25,United Kingdom,20727,55,501,0
2011-03-28,United Kingdom,20727,5,496,0
2011-03-29,United Kingdom,20727,70,426,0
2011-03-30,United Kingdom,20727,134,292,0
2011-03-31,United Kingdom,20727,47,245,0
2011-04-01,United Kingdom,20727,28,217,0
2011-04-03,United Kingdom,20727,3,214,0
2011-04-04,United Kingdom,20727,7,207,0
2011-04-05,United Kingdom,20727,4,203,0
2011-04-06,United Kingdom,20727,16,187,1
2011-04-07,United Kingdom,20727,4,996,0
2011-04-08,United Kingdom,20727,11,985,0
2011-04-10,United Kingdom,20727,20,965,0
2011-04-11,United Kingdom,20727,24,941,0
2011-04-12,United Kingdom,20727,30,911,0
2011-04-13,United Kingdom,20727,11,900,0
2011-04-14,United Kingdom,20727,50,850,0
2011-04-15,United Kingdom,20727,20,830,0
2011-04-17,United Kingdom,20727,12,818,0
2011-04-18,United Kingdom,20727,18,800,0
2011-04-19,United Kingdom,20727,1,799,0
2011-04-20,United Kingdom,20727,58,741,0
2011-04-21,United Kingdom,20727,10,731,0
2011-04-26,United Kingdom,20727,63,668,0
2011-04-27,United Kingdom,20727,40,628,0
2011-04-28,United Kingdom,20727,21,607,0
2011-05-01,United Kingdom,20727,10,597,0
2011-05-03,United Kingdom,20727,57,540,0
2011-05-04,United Kingdom,20727,101,439,0
2011-05-05,United Kingdom,20727,17,422,0
2011-05-06,United Kingdom,20727,78,344,0
2011-05-08,United Kingdom,20727,19,325,0
2011-05-09,United Kingdom,20727,48,277,0
2011-05-10,United Kingdom,20727,153,124,1
2011-05-11,United Kingdom,20727,16,984,0
2011-05-12,United Kingdom,20727,50,934,0
2011-05-13,United Kingdom,20727,60,874,0
2011-05-15,United Kingdom,20727,12,862,0
2011-05-16,United Kingdom,20727,71,791,0
2011-05-17,United Kingdom,20727,60,731,0
2011-05-18,United Kingdom,20727,16,715,0
2011-05-19,United Kingdom,20727,33,682,0
2011-05-20,United Kingdom,20727,20,662,0
2011-05-22,United Kingdom,20727,13,649,0
2011-05-23,United Kingdom,20727,51,598,0
2011-05-24,United Kingdom,20727,22,576,0
2011-05-25,United Kingdom,20727,16,560,0
2011-05-26,United Kingdom,20727,3,557,0
2011-05-27,United Kingdom,20727,16,541,0
2011-05-29,United Kingdom,20727,19,522,0
2011-05-31,United Kingdom,20727,20,502,0
2011-06-01,United Kingdom,20727,4,498,0
2011-06-02,United Kingdom,20727,103,395,0
2011-06-03,United Kingdom,20727,12,383,0
2011-06-05,United Kingdom,20727,69,314,0
2011-06-06,United Kingdom,20727,40,274,0
2011-06-07,United Kingdom,20727,33,241,0
2011-06-08,United Kingdom,20727,69,172,1
2011-06-09,United Kingdom,20727,7,993,0
2011-06-10,United Kingdom,20727,4,989,0
2011-06-12,United Kingdom,20727,27,962,0
2011-06-14,United Kingdom,20727,21,941,0
2011-06-15,United Kingdom,20727,141,800,0
2011-06-16,United Kingdom,20727,25,775,0
2011-06-17,United Kingdom,20727,32,743,0
2011-06-19,United Kingdom,20727,12,731,0
2011-06-20,United Kingdom,20727,116,615,0
2011-06-21,United Kingdom,20727,40,575,0
2011-06-22,United Kingdom,20727,25,550,0
2011-06-23,United Kingdom,20727,41,509,0
2011-06-24,United Kingdom,20727,114,395,0
2011-06-26,United Kingdom,20727,9,386,0
2011-06-27,United Kingdom,20727,36,350,0
2011-06-28,United Kingdom,20727,25,325,0
2011-06-29,United Kingdom,20727,2,323,0
2011-06-30,United Kingdom,20727,37,286,0
2011-07-01,United Kingdom,20727,43,243,0
2011-07-03,United Kingdom,20727,28,215,0
2011-07-04,United Kingdom,20727,26,189,1
2011-07-05,United Kingdom,20727,50,950,0
2011-07-06,United Kingdom,20727,58,892,0
2011-07-07,United Kingdom,20727,63,829,0
2011-07-08,United Kingdom,20727,134,695,0
2011-07-10,United Kingdom,20727,9,686,0
2011-07-11,United Kingdom,20727,60,626,0
2011-07-12,United Kingdom,20727,32,594,0
2011-07-13,United Kingdom,20727,34,560,0
2011-07-14,United Kingdom,20727,58,502,0
2011-07-15,United Kingdom,20727,22,480,0
2011-07-17,United Kingdom,20727,29,451,0
2011-07-18,United Kingdom,20727,31,420,0
2011-07-19,United Kingdom,20727,82,338,0
2011-07-20,United Kingdom,20727,17,321,0
2011-07-21,United Kingdom,20727,32,289,0
